uuid,name,address,phone,email,birth_date,product,total,amount,customer_lat,customer_long,purchase_date,user_agent,is_user,purchase_flag
7447,Kerry Johnson,"654 Susan Mews Apt. 469 North Tylermouth, GA 31705",302-535-3154x48546,spearson@gmail.com,4/14/09,Dark Blue Slacks,$55.99 ,5,49.7512305,-133.837931,6/26/14,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/12.8i6387.0 Mobile/11W114 Safari/535.2",FALSE,0
7448,Gerald Smith,"9340 Powers Spurs Grantton, RI 27194",448.367.9757x61737,samantha02@yahoo.com,11/6/35,Dark Blue Slacks,$19.99 ,5,-26.5319945,6.582832,12/30/93,Opera/9.36.(Windows NT 10.0; the-NP) Presto/2.9.163 Version/12.00,TRUE,0
7449,John Herrera,"1266 Walton Lane Port Lorishire, WA 53957",9890328079,wgoodman@gmail.com,3/3/07,White Blouse,$22.50 ,4,-78.120685,-105.285781,4/17/12,Opera/8.50.(Windows NT 5.2; af-ZA) Presto/2.9.186 Version/10.00,FALSE,0
7450,Mary Jacobs,"4752 Christopher Lakes West Daniel, DE 28191",001-106-465-9671x18311,qpowell@rivera-rocha.info,4/19/79,Black Leggings,$22.50 ,5,78.2711145,-27.783229,6/6/93,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/25.0.842.0 Safari/534.2",TRUE,1
7451,Lisa King,"7255 Joseph Drive East Gary, OK 05958",001-253-705-8130x8804,oking@wallace.com,6/1/06,White Blouse,$10.99 ,5,20.9124035,152.624414,2/10/92,Opera/8.19.(X11; Linux x86_64; sk-SK) Presto/2.9.167 Version/11.00,FALSE,1
7452,Tina Nelson,"521 Williams Oval Leeland, PA 57316",912-121-1077,richardharris@chavez.biz,7/7/13,Dark Grey Suit,$19.99 ,3,61.702867,-140.441886,9/10/92,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),TRUE,1
7453,Steven Edwards,"715 Brianna Run Michaelstad, CO 84636",001-398-579-6839x55448,desireewheeler@yahoo.com,1/1/16,White Blouse,$10.99 ,4,8.77569,106.30029,11/14/19,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/13.0.863.0 Safari/536.0",FALSE,1
7454,Tammy Wood,"613 Page Extensions Suite 409 Williamside, MI 15982",8134078666,aliciahoffman@hood.org,7/19/47,Blue Sweater,$19.99 ,0,-58.338202,50.889186,6/13/03,Opera/9.78.(X11; Linux x86_64; fur-IT) Presto/2.9.173 Version/11.00,FALSE,0
7455,Adrian Park,"1499 Benitez Oval Suite 166 East Christopherfurt, MN 62195",+1-605-727-2476x07261,donald68@thompson-watson.com,8/24/63,Dark Blue Slacks,$10.99 ,4,-6.8322665,64.591223,4/29/06,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_5 rv:5.0; sv-FI) AppleWebKit/532.21.7 (KHTML, like Gecko) Version/4.0.5 Safari/532.21.7",TRUE,0
7456,Christopher Medina,"8443 Turner Harbors Murphyshire, HI 99907",001-055-783-2534x1048,mhuffman@hotmail.com,7/30/76,Pink Sweater,$22.50 ,5,11.528038,-5.118894,5/29/00,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0),FALSE,1
7457,Jeffrey Berger,"5441 Lopez Lakes Angelafurt, OK 82917",(020)053-0779,james11@davis.com,6/23/43,Dark Grey Suit,$22.50 ,5,63.2352035,43.05221,5/21/02,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; tk-TM) AppleWebKit/532.27.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.27.7",FALSE,0
7458,Claudia Ray,"6551 Paul Oval Apt. 244 Robinsonbury, WY 59336",(171)913-8902,tanya79@martin.com,4/6/23,Dark Grey Suit,$10.99 ,3,30.5136925,-66.652115,8/13/07,Opera/8.86.(Windows 98; Win 9x 4.90; kok-IN) Presto/2.9.177 Version/12.00,FALSE,0
7459,Travis Gregory,"992 Dawn Village Stevensmouth, TX 36936",236.451.8998x8801,cherylross@evans-alvarez.com,11/14/73,Black Leggings,$10.99 ,4,46.9235375,115.741159,12/16/00,Mozilla/5.0 (Android 1.6; Mobile; rv:16.0) Gecko/16.0 Firefox/16.0,TRUE,1
7460,Michelle Davis,"5047 Gary Lake Apt. 583 Dodsonburgh, DE 61281",+1-399-438-7394x6041,melissaglenn@gmail.com,8/13/08,Pink Sweater,$19.99 ,4,37.1800055,-93.583991,10/9/12,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/18.8b5902.0 Mobile/16R629 Safari/534.2",TRUE,1
7461,Troy Williams,"048 Willie Land Kristinebury, ME 90159",291-451-8033x007,angelacox@hotmail.com,11/18/71,Dark Blue Slacks,$55.99 ,6,-6.496057,-21.85526,6/30/19,Mozilla/5.0 (Android 4.2.2; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0,TRUE,1
7462,Lisa Chapman,"41482 Peter Ridge Apt. 631 Bryanstad, OH 63663",+1-001-070-0621x985,sherryneal@hotmail.com,5/18/88,White Blouse,$55.99 ,4,-74.136377,-171.726573,8/18/12,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; lzh-TW) AppleWebKit/535.31.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.31.5",TRUE,0
7463,Gina Cole,"2703 Jacob Neck Lake Elizabeth, IN 52108",812-108-0058,michael86@love-zamora.org,3/21/62,Dark Blue Slacks,$22.50 ,6,-36.465825,-16.135032,5/12/00,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 10_1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/41.0.808.0 Safari/533.0",FALSE,1
7464,Patricia Stephens,"18170 Fernandez Unions Christinehaven, MI 70135",001-406-236-1457,amitchell@yahoo.com,3/27/11,Black Leggings,$19.99 ,6,-21.383018,-45.460818,11/18/02,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.10.4 (KHTML, like Gecko) Version/4.0.1 Safari/535.10.4",TRUE,1
7465,Tracy Riddle,"1873 Antonio Square Apt. 073 Kimberlyhaven, AK 78681",-6479,shannon75@booker.com,11/23/05,Pink Sweater,$22.50 ,6,9.061098,105.215875,2/23/95,Opera/8.56.(Windows NT 6.0; nso-ZA) Presto/2.9.177 Version/11.00,TRUE,1
7466,Cynthia Rose,"07421 Joseph Loop Apt. 404 Susanville, OH 01174",453-177-5536x403,nealjavier@valdez.com,12/8/33,Grey Sweater,$10.99 ,2,12.182429,-177.473688,10/2/92,Mozilla/5.0 (Windows NT 5.0; he-IL; rv:1.9.2.20) Gecko/2013-03-16 21:11:29 Firefox/7.0,TRUE,0
7467,Heather Walters,"0554 Gordon Valley Matthewfurt, AZ 83184",+1-003-609-8350x7438,bob10@yahoo.com,6/30/60,Dark Grey Suit,$10.99 ,2,-36.697587,161.743882,9/14/11,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.0),TRUE,1
7468,Melanie Brown,"630 Maria Brook Millermouth, OH 75493",(235)406-7593x0503,karenmason@carter.com,8/5/38,Pink Sweater,$55.99 ,1,44.663858,-131.811454,9/3/12,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 7_0 rv:5.0; st-ZA) AppleWebKit/533.23.3 (KHTML, like Gecko) Version/5.0.4 Safari/533.23.3",FALSE,1
7469,Francisco Smith,"20322 Jasmine Spurs Suite 053 West Christopherbury, WI 06441",685.141.7951x26482,bryantjade@hotmail.com,5/17/48,White Blouse,$10.99 ,0,54.9807095,-104.313333,7/19/09,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/12.9s5156.0 Mobile/11L052 Safari/531.2",FALSE,0
7470,Olivia Armstrong,"58526 Natasha Loop Suite 617 Walkerchester, ME 16703",981-379-9216x445,simpsonerik@hotmail.com,8/14/25,Dark Grey Suit,$10.99 ,5,-58.3773905,110.593964,4/1/21,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_7 rv:2.0; mk-MK) AppleWebKit/531.45.2 (KHTML, like Gecko) Version/5.1 Safari/531.45.2",FALSE,0
7471,Tracy Meza,"4846 Kelley Ville Apt. 204 Ericksonmouth, AZ 92157",+1-078-164-6879x091,trujillopatrick@yahoo.com,7/29/32,White Blouse,$55.99 ,2,-45.2806455,-52.906155,2/21/00,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.21.7 (KHTML, like Gecko) Version/4.0.1 Safari/534.21.7",TRUE,1
7472,Deanna Chapman,"466 Diane Loop Amberside, ID 25398",854-596-4604x10455,jamesallen@yahoo.com,4/1/70,Black Leggings,$10.99 ,1,16.166479,44.543977,3/28/98,Opera/9.80.(X11; Linux i686; kk-KZ) Presto/2.9.175 Version/10.00,FALSE,1
7473,Melanie Smith,"31611 Maria Flat Apt. 260 Stantonport, VT 05956",167.236.0676,tjones@yahoo.com,5/15/81,White Blouse,$19.99 ,5,1.834141,-65.690503,9/21/03,Opera/9.11.(Windows NT 6.0; af-ZA) Presto/2.9.183 Version/11.00,FALSE,1
7474,Sierra Martin,"76323 Patricia Meadow Apt. 653 Lisaview, LA 32867",(000)592-3157,jose07@yahoo.com,5/25/39,Pink Sweater,$19.99 ,2,-36.9391815,43.725339,6/7/06,Mozilla/5.0 (Android 4.1.1; Mobile; rv:29.0) Gecko/29.0 Firefox/29.0,TRUE,1
7475,Corey Reid,"7929 Joshua Shoal Apt. 699 South Jessicamouth, UT 84003",001-696-591-5625x1898,brownryan@yahoo.com,12/8/12,Dark Blue Slacks,$55.99 ,2,-33.6611295,-170.540897,3/11/10,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.0),TRUE,1
7476,Robert Carlson,"61022 Ramos Walks Suite 462 East Gina, SC 02987",687.079.3014x8660,mitchellchristopher@smith.com,7/17/12,Black Leggings,$55.99 ,1,-31.630732,-172.484135,7/3/06,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; nan-TW) AppleWebKit/533.25.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.25.4",TRUE,1
7477,Leslie Kennedy,"51143 Harris Creek Meganside, IL 86068",764-148-9619,sshannon@hotmail.com,5/25/32,Blue Sweater,$19.99 ,3,59.772073,-30.146846,8/1/93,Mozilla/5.0 (Android 3.2.5; Mobile; rv:52.0) Gecko/52.0 Firefox/52.0,TRUE,0
7478,David Klein,"21254 Ritter Mews Lake Jeremy, AL 36159",(777)366-4155,myersbeth@yahoo.com,6/2/22,Dark Blue Slacks,$55.99 ,2,46.027378,147.306353,10/21/03,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.18.6 (KHTML, like Gecko) Version/4.0 Safari/532.18.6",FALSE,1
7479,Emma Graham,"5431 Mahoney Village North Hollyburgh, IA 89657",+1-653-461-9221x5308,christina15@brooks.org,5/24/78,Dark Blue Slacks,$19.99 ,3,-16.489965,106.592512,7/19/12,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.46.7 (KHTML, like Gecko) Version/5.1 Safari/535.46.7",FALSE,0
7480,Jonathan Guerrero,"01988 Gabrielle Drives Dawnland, NE 66041",+1-386-384-9290x03941,jvaldez@yahoo.com,9/4/10,Black Leggings,$55.99 ,6,34.65813,-142.232339,8/22/01,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_5 rv:4.0; uk-UA) AppleWebKit/531.6.2 (KHTML, like Gecko) Version/5.0 Safari/531.6.2",FALSE,1
7481,Lori Chapman,"29367 Daniel Path Apt. 778 Clarkbury, CO 09439",(071)571-3412,juliawilliams@yahoo.com,6/14/80,White Blouse,$19.99 ,0,-5.6375745,21.930785,8/27/94,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_5 rv:4.0; eo-US) AppleWebKit/532.15.6 (KHTML, like Gecko) Version/5.0 Safari/532.15.6",TRUE,0
7482,John Rollins II,"64681 Valerie Shoals Christineside, VA 28530",153.300.2032x2763,bgreene@myers.org,3/31/25,Grey Sweater,$19.99 ,3,-60.18251,-111.46122,1/4/21,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; mk-MK) AppleWebKit/532.28.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.28.5",TRUE,1
7483,Rachel Dunn,"3337 Lawrence Stream Suite 165 New Johnhaven, UT 66622",-2524,julie70@green.com,11/23/88,Black Leggings,$55.99 ,6,-56.48543,143.281252,5/15/99,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; mn-MN) AppleWebKit/535.24.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.24.7",TRUE,1
7484,Marcus White,"507 Clark Route Suite 411 South Rebecca, DC 13840",626.735.1835x42171,joshualarson@johnson.org,12/21/18,Dark Blue Slacks,$22.50 ,3,55.593538,74.466781,9/14/92,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/28.0.814.0 Mobile/85B734 Safari/532.2",FALSE,1
7485,Donald Carter,"32108 Jessica Park Lake Caitlin, SD 43176",(507)275-9848,rollinsbobby@brown.org,4/1/25,Dark Blue Slacks,$55.99 ,1,-56.965563,108.29037,10/1/00,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/30.0.829.0 Mobile/25K284 Safari/536.0",TRUE,0
7486,Kenneth Smith,"543 Elizabeth Throughway Suite 956 North Sergio, GA 25770",910-817-0003x3334,nicholas96@yahoo.com,9/18/79,Pink Sweater,$55.99 ,4,-27.605246,-12.565949,5/18/10,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/52.0.835.0 Mobile/55Y191 Safari/533.1",FALSE,1
7487,Michael Campbell,"49698 Peggy Lock Suite 579 South Billymouth, MS 36439",+1-869-983-4877x04568,sharris@clark.com,4/18/10,White Blouse,$22.50 ,4,-25.66303,153.829582,8/13/07,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; mai-IN) AppleWebKit/534.22.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.22.2",FALSE,0
7488,Dennis Patrick,"96600 Cindy Points Suite 361 Johnnychester, IN 13313",001-379-484-1669x870,sarahlawson@gmail.com,12/24/13,Dark Grey Suit,$55.99 ,4,-6.970058,-7.409068,7/25/16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 10_0 rv:6.0; he-IL) AppleWebKit/534.36.2 (KHTML, like Gecko) Version/4.0 Safari/534.36.2",FALSE,0
7489,Dr. Kayla Gonzalez,"6723 Linda Roads Apt. 215 Tinaview, KY 33289",001-173-041-1262x64849,scastillo@coleman-morrow.com,12/19/77,Pink Sweater,$22.50 ,0,50.5959385,168.518246,4/14/05,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),TRUE,1
7490,Felicia Mcguire,"850 Meredith Points Mcknightshire, LA 27982",428-421-8167x01339,johnsonshelly@frost.com,9/13/37,Dark Blue Slacks,$55.99 ,3,4.7741815,-168.419387,1/4/10,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.1),TRUE,0
7491,Amanda Strickland,"177 Linda Walk Lake Chelsea, LA 57193",+1-886-907-1360x82082,harrislauren@crawford.com,9/6/44,Blue Sweater,$19.99 ,3,11.4795835,135.236681,9/10/97,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.48.1 (KHTML, like Gecko) Version/5.0 Safari/531.48.1",FALSE,1
7492,Brian Marquez,"03483 Cook Loop Grantville, LA 27825",-10199,haley19@gmail.com,3/30/29,Blue Sweater,$22.50 ,5,-76.706809,46.782866,5/9/92,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; pa-PK) AppleWebKit/531.40.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.40.7",FALSE,1
7493,Shannon Trevino,"738 Phillips Lake New Rebekahshire, SD 87227",-3134,ibrock@campbell.info,8/6/08,White Blouse,$10.99 ,3,-36.046489,106.329576,10/5/14,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 10_3 rv:2.0; cv-RU) AppleWebKit/533.38.1 (KHTML, like Gecko) Version/4.0 Safari/533.38.1",TRUE,0
7494,Dr. Gary Good,"7258 Davidson Mills Grayburgh, OH 41812",001-362-992-5566x20318,richardhoover@hotmail.com,10/31/54,Dark Blue Slacks,$55.99 ,5,89.322574,-77.269419,12/27/91,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2013-06-02 15:44:39 Firefox/10.0,TRUE,0
7495,Benjamin Diaz,"791 Christopher Radial North Elizabethhaven, MI 71833",436.462.8411x14949,sarahperez@yahoo.com,1/18/80,Pink Sweater,$55.99 ,5,-42.86016,125.39794,2/23/08,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.1),TRUE,1
7496,Lauren Ross,"80302 Bailey Rapids Port Matthew, AZ 32456",4591575073,lopezheather@guerra.com,9/20/22,White Blouse,$19.99 ,5,-44.6950875,-19.171295,5/2/14,"Mozilla/5.0 (Windows 98) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/60.0.863.0 Safari/535.0",FALSE,0
7497,Christina Clark,"711 Kathleen Drive Apt. 566 East Jamie, KS 89972",972.654.7725x15772,qkelley@greene.com,12/13/25,Dark Grey Suit,$55.99 ,4,-31.3183735,-21.93294,7/17/01,Mozilla/5.0 (Windows CE; crh-UA; rv:1.9.0.20) Gecko/2015-05-14 11:55:24 Firefox/6.0,TRUE,1
7498,Reginald Steele,"241 Christopher Corners Apt. 387 Port Erica, CT 48357",+1-238-062-0011x480,mbauer@gmail.com,11/27/16,Dark Blue Slacks,$55.99 ,4,23.0237735,-16.627968,5/15/01,Mozilla/5.0 (Android 1.6; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,TRUE,0
7499,Raymond Petty,"3877 Teresa Ways South Mary, ND 31710",(810)317-2980x3070,karenlawson@stevens-myers.com,3/4/11,Black Leggings,$19.99 ,2,-58.1713595,112.460817,3/9/96,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_4) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/47.0.806.0 Safari/531.2",TRUE,1
7500,Michael Taylor,"92427 Powers Spur Suite 391 Burgesshaven, MO 92731",388-883-7411,katherinegordon@yahoo.com,11/13/72,Blue Sweater,$19.99 ,6,81.7773625,15.781187,11/27/08,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 11_5) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/34.0.846.0 Safari/532.0",TRUE,0
7501,Randall Graves,"62110 Rios River Apt. 332 Ramirezland, AL 98416",134.819.1259x28264,julie14@gmail.com,12/17/30,White Blouse,$22.50 ,3,72.5485735,-81.807414,6/19/99,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/12.2m0432.0 Mobile/96T835 Safari/531.0",TRUE,0
7502,Joshua Stanley,"3452 Bell Springs Suite 262 East Rebecca, MN 56843",(983)730-0365x80050,gandrews@gmail.com,10/2/97,White Blouse,$19.99 ,5,-64.303337,95.214392,4/27/13,Opera/9.55.(X11; Linux x86_64; dv-MV) Presto/2.9.172 Version/10.00,FALSE,1
7503,Rodney Schroeder,"55806 Roberto Hollow North Bryanchester, IA 21758",079.172.0519x2585,cameron36@yahoo.com,4/22/33,Pink Sweater,$19.99 ,1,87.4078855,-115.169316,3/23/97,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.1),FALSE,1
7504,Leslie Todd,"5006 Evans Lock New Jonathanhaven, ID 44075",001-809-757-6092x4374,sullivanwendy@smith.info,5/3/68,Dark Blue Slacks,$55.99 ,2,-21.2033225,-51.672076,8/4/98,Opera/8.69.(X11; Linux i686; sid-ET) Presto/2.9.185 Version/11.00,FALSE,0
7505,Jacob Brown,"606 Baker Locks Franklinmouth, MO 02584",508-818-6394,dawnsmith@yates.com,6/29/78,Blue Sweater,$55.99 ,2,59.4444745,139.424694,1/9/12,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),TRUE,1
7506,Steven Allen,"363 Robinson Course Jenniferhaven, CA 48114",+1-313-271-1479x5910,jessica02@hotmail.com,11/18/06,Blue Sweater,$19.99 ,5,-40.4882835,156.351798,1/25/18,Opera/8.21.(Windows NT 5.0; sa-IN) Presto/2.9.180 Version/11.00,FALSE,0
7507,Joseph Lynch,"41333 Mccormick Common Suite 118 North Shawn, FL 64388",525-634-1845x0908,shawdaniel@brewer.org,4/3/60,Blue Sweater,$22.50 ,3,-64.0780115,150.97002,8/8/21,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 6_2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/46.0.860.0 Safari/534.2",TRUE,1
7508,Natasha Hill,"52151 Adams Lodge Suite 505 Rossburgh, TN 52371",(265)367-3486,tina32@miller.com,6/25/22,White Blouse,$19.99 ,3,-26.331994,-73.873499,3/19/03,Opera/8.33.(X11; Linux x86_64; ik-CA) Presto/2.9.184 Version/12.00,TRUE,0
7509,Lindsey Douglas,"3605 Harrison Wells Apt. 466 North Michael, CA 75870",900-993-7281x04980,brownfrank@hotmail.com,10/31/87,White Blouse,$19.99 ,6,-89.6426025,73.261548,1/28/07,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 10_4) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/53.0.866.0 Safari/533.2",TRUE,0
7510,Lawrence Ruiz,"519 Torres Fort New Ashleymouth, CO 95119",267.739.4756x7748,pgoodman@clark.com,2/13/21,Dark Blue Slacks,$55.99 ,6,52.521696,35.503203,11/6/10,Mozilla/5.0 (Windows 98; Win 9x 4.90; sk-SK; rv:1.9.0.20) Gecko/2020-08-18 07:04:05 Firefox/3.8,TRUE,1
7511,Robert Vargas,"9931 Madeline Square North Derekshire, MS 11534",249.234.5720,arellanodwayne@hotmail.com,6/21/39,Dark Grey Suit,$19.99 ,2,-12.519749,17.430514,1/20/21,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.1),FALSE,0
7512,Roger Huynh,"20120 Abigail Ville Rodriguezville, MD 06520",001-376-231-2387x532,landryjames@hotmail.com,7/21/18,White Blouse,$22.50 ,3,28.8640965,-136.455768,3/4/01,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0),FALSE,0
7513,Jessica Morrison,"383 Thornton Lane Smithburgh, GA 84666",(856)197-8389x012,lchaney@hotmail.com,7/12/69,Grey Sweater,$55.99 ,2,-24.5651795,-31.733809,2/8/20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_0 rv:5.0; ml-IN) AppleWebKit/532.14.5 (KHTML, like Gecko) Version/5.1 Safari/532.14.5",TRUE,0
7514,Jesse Clarke,"7734 Pollard Roads Apt. 496 Elizabethshire, MD 25807",+1-069-299-5587x3392,kylecook@christensen.com,6/29/81,White Blouse,$10.99 ,4,-62.9192595,-40.27302,5/5/17,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),FALSE,0
7515,Emily Moses,"3143 Luis Points Suite 479 Deborahland, AR 07349",677-734-2034x227,pedro81@hotmail.com,2/29/80,Blue Sweater,$55.99 ,1,66.9028695,-167.595735,9/22/94,Opera/9.21.(Windows 98; Win 9x 4.90; nr-ZA) Presto/2.9.186 Version/12.00,FALSE,0
7516,James Perez,"5710 Nicole Plaza South Michaelberg, WY 24252",+1-827-456-0477x1845,zacosta@hotmail.com,11/6/93,Black Leggings,$19.99 ,4,-43.2857065,-108.198802,4/28/04,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.1),FALSE,1
7517,Robin Spears,"47206 Mcdonald Mews Hurleyport, OR 00752",996.047.6304,edwardsjennifer@yahoo.com,5/12/10,Dark Grey Suit,$19.99 ,3,67.833471,45.731428,9/7/10,Opera/9.50.(X11; Linux i686; ti-ER) Presto/2.9.182 Version/11.00,TRUE,0
7518,Aaron Heath,"73758 Cooper Course Williamsfurt, AL 85555",419-337-8043x89644,francesbarnes@jackson.net,9/17/61,Grey Sweater,$55.99 ,5,88.665322,-45.531036,12/22/18,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.1),FALSE,1
7519,Bryan Brooks,"03602 Laurie Pike Suite 023 Matthewtown, NH 51922",001-504-721-3204,xnorton@hamilton-peck.com,5/15/14,Grey Sweater,$22.50 ,0,-59.487127,2.680366,7/24/15,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; yo-NG) AppleWebKit/535.31.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6535.31.2",TRUE,1
7520,Miss Christine Haas,"1796 Christopher Plains Suite 354 Lake Carol, WI 07693",306-325-3195x1710,lloydbrian@parker.com,7/24/34,Black Leggings,$22.50 ,2,82.6899295,-14.990139,10/23/20,Mozilla/5.0 (Android 3.2.1; Mobile; rv:34.0) Gecko/34.0 Firefox/34.0,FALSE,1
7521,Nancy Dominguez,"2664 Joshua Parkway Apt. 709 North Loriville, NH 41096",(489)689-6980,lisamann@moore-davis.com,12/17/57,Black Leggings,$22.50 ,1,75.902723,-152.596385,3/6/21,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sl-SI) AppleWebKit/534.15.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.15.2",FALSE,1
7522,Jorge Faulkner,"37498 Delacruz Vista Suite 966 Robertsshire, ND 15985",001-217-388-3174x973,wramsey@yahoo.com,10/12/52,Dark Blue Slacks,$10.99 ,5,37.846631,164.698085,7/8/12,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),TRUE,0
7523,Julia Barton,"18246 Victor Rapid New Stephanieborough, OR 44839",+1-884-842-7430x023,wesley23@hotmail.com,10/29/40,Dark Blue Slacks,$19.99 ,2,88.2434415,-2.213701,10/5/11,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0),TRUE,0
7524,Michael Tran,"5652 Jo Ferry Suite 953 South Jacquelineside, VT 11615",573.056.2490x9162,xyoung@allen-galvan.com,4/24/02,Blue Sweater,$10.99 ,5,-67.2110985,-107.991672,6/28/94,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2018-06-06 20:44:25 Firefox/13.0,TRUE,0
7525,Patricia Todd,"686 Clark Burg Meghanbury, LA 31067",+1-282-125-9789x71542,dnelson@powers.net,9/6/13,White Blouse,$55.99 ,0,-77.379712,111.336137,2/8/13,Opera/9.83.(X11; Linux i686; wa-BE) Presto/2.9.189 Version/11.00,FALSE,1
7526,David Cook,"438 Green Fields Suite 425 Williamston, CT 73184",+1-352-125-9590x558,karl98@gmail.com,11/2/96,Pink Sweater,$19.99 ,1,35.575448,149.420017,8/6/06,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/56.0.893.0 Safari/535.0",TRUE,1
